input Block; compress_in_place;hash_many;M11;M116;M21;M216;M41;M416;M81;M816;M161;M1616;ipCS;ipCE;ipPARENT;ipROOT;ipKH;ipDKC;ipDKM;
     17;         17;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     18;         18;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     19;         19;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     20;         20;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     21;         21;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     22;         22;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     23;         23;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     24;         24;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     25;         25;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     26;         26;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     27;         27;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     28;         28;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     29;         29;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     30;         30;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     31;         31;   0;          0;   0;   0;   0;   0;   0;   0;   0;   0;   0;       2; 2; 0; 0; 0; 0; 0;
     32;          0;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       0; 0; 0; 0; 0; 0; 0;
     33;          2;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     34;          3;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     35;          4;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     36;          5;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     37;          6;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     38;          7;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     39;          8;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     40;          9;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     41;         10;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     42;         11;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     43;         12;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     44;         13;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     45;         14;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     46;         15;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     47;         16;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     48;         17;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     49;         19;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     50;         20;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     51;         21;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     52;         22;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     53;         23;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     54;         24;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     55;         25;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     56;         26;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     57;         27;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     58;         28;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     59;         29;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     60;         30;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     61;         31;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     62;         32;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     63;         33;   1;          0;   0;   0;   1;   0;   0;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     64;          0;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       0; 0; 0; 0; 0; 0; 0;
     65;          2;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     66;          3;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     67;          4;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     68;          5;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     69;          6;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     70;          7;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     71;          8;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     72;          9;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     73;         10;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     74;         11;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     75;         12;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     76;         13;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     77;         14;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     78;         15;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     79;         16;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     80;         17;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     81;         19;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     82;         20;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     83;         21;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     84;         22;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     85;         23;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     86;         24;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     87;         25;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     88;         26;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     89;         27;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     90;         28;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     91;         29;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     92;         30;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     93;         31;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     94;         32;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     95;         33;   2;          0;   0;   1;   0;   0;   1;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
     96;          2;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       0; 0; 2; 0; 0; 0; 0;
     97;          4;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     98;          5;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     99;          6;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    100;          7;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    101;          8;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    102;          9;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    103;         10;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    104;         11;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    105;         12;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    106;         13;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    107;         14;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    108;         15;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    109;         16;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    110;         17;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    111;         18;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    112;         19;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    113;         21;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    114;         22;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    115;         23;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    116;         24;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    117;         25;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    118;         26;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    119;         27;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    120;         28;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    121;         29;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    122;         30;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    123;         31;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    124;         32;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    125;         33;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    126;         34;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    127;         35;   3;          0;   0;   1;   1;   0;   1;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    128;          0;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       0; 0; 0; 0; 0; 0; 0;
    129;          2;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    130;          3;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    131;          4;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    132;          5;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    133;          6;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    134;          7;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    135;          8;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    136;          9;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    137;         10;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    138;         11;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    139;         12;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    140;         13;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    141;         14;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    142;         15;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    143;         16;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    144;         17;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    145;         19;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    146;         20;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    147;         21;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    148;         22;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    149;         23;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    150;         24;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    151;         25;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    152;         26;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    153;         27;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    154;         28;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    155;         29;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    156;         30;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    157;         31;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    158;         32;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    159;         33;   4;          0;   0;   1;   0;   1;   2;   0;   0;   0;   0;       2; 2; 2; 0; 0; 0; 0;
    160;          2;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       0; 0; 2; 0; 0; 0; 0;
    161;          4;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    162;          5;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    163;          6;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    164;          7;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    165;          8;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    166;          9;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    167;         10;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    168;         11;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    169;         12;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    170;         13;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    171;         14;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    172;         15;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    173;         16;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    174;         17;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    175;         18;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    176;         19;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    177;         21;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    178;         22;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    179;         23;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    180;         24;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    181;         25;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    182;         26;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    183;         27;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    184;         28;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    185;         29;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    186;         30;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    187;         31;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    188;         32;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    189;         33;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    190;         34;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    191;         35;   5;          0;   0;   1;   1;   1;   2;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    192;          2;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       0; 0; 2; 0; 0; 0; 0;
    193;          4;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    194;          5;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    195;          6;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    196;          7;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    197;          8;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    198;          9;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    199;         10;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    200;         11;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    201;         12;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    202;         13;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    203;         14;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    204;         15;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    205;         16;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    206;         17;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    207;         18;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    208;         19;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    209;         21;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    210;         22;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    211;         23;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    212;         24;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    213;         25;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    214;         26;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    215;         27;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    216;         28;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    217;         29;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    218;         30;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    219;         31;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    220;         32;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    221;         33;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    222;         34;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    223;         35;   6;          0;   0;   2;   0;   1;   3;   0;   0;   0;   0;       2; 2; 4; 0; 0; 0; 0;
    224;          4;   7;          0;   0;   2;   1;   1;   3;   0;   0;   0;   0;       0; 0; 4; 0; 0; 0; 0;
    225;          6;   7;          0;   0;   2;   1;   1;   3;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
